user_id,gender,age_group,diet,vegetarian,allergy
user_218,1,0,False,True,"['Vegtable_5', 'Meat_3', 'Bread_2']"
user_219,1,2,False,False,[]
user_220,1,0,False,False,[]
user_221,1,2,True,False,[]
user_222,1,1,False,False,['Vegtable_2']
user_223,0,0,False,True,[]
user_224,0,0,True,False,[]
user_225,0,0,False,False,[]
user_226,0,1,False,False,[]
user_227,1,1,False,False,[]
user_228,0,1,False,False,[]
user_229,1,0,True,False,[]
user_230,1,0,False,False,[]
user_231,1,2,True,False,['Vegtable_1']
user_232,1,0,False,False,[]
user_233,1,3,False,True,[]
user_234,0,2,False,False,[]
user_235,0,1,False,True,[]
user_236,1,1,False,False,[]
user_237,0,2,True,False,[]
user_238,0,0,False,False,['Bread_4']
user_239,1,0,True,False,[]
user_240,0,0,False,False,[]
user_241,1,2,True,False,[]
user_242,1,0,True,False,[]
user_243,1,1,True,False,[]
user_244,0,3,True,True,[]
user_245,0,2,True,False,[]
user_246,1,1,False,True,[]
user_247,0,0,False,False,[]
user_248,1,2,False,False,"['Source_5', 'Meat_3']"
user_249,1,1,True,True,[]
user_250,1,0,False,True,[]
user_251,0,0,True,False,[]
user_252,0,3,False,True,[]
user_253,1,1,False,False,[]
user_254,0,2,False,False,[]
user_255,0,2,False,True,[]
user_256,1,1,False,False,[]
user_257,1,1,False,False,[]
user_258,1,1,False,False,[]
user_259,1,1,False,False,[]
user_260,0,1,False,False,[]
user_261,1,2,False,False,[]
user_262,1,1,True,False,[]
user_263,0,2,False,False,"['Source_2', 'Source_3', 'Meat_5']"
user_264,1,1,False,False,[]
user_265,1,1,False,False,[]
user_266,1,1,False,False,"['Bread_4', 'Bread_2']"
user_267,1,1,False,False,[]
user_268,1,2,False,False,[]
user_269,0,0,False,True,[]
user_270,0,1,False,True,[]
user_271,1,0,False,False,[]
user_272,1,1,True,False,[]
user_273,1,1,True,False,[]
user_274,1,1,False,False,['Bread_4']
user_275,1,3,False,False,[]
user_276,1,1,False,True,[]
user_277,1,2,False,False,[]
user_278,1,1,True,True,[]
user_279,1,1,False,False,[]
user_280,1,0,False,False,"['Bread_1', 'Bread_3', 'Bread_2']"
user_281,1,0,False,True,[]
user_282,0,1,True,False,[]
user_283,0,1,False,False,"['Source_5', 'Vegtable_2', 'Bread_2']"
user_284,0,0,False,False,[]
user_285,1,0,False,True,[]
user_286,0,0,False,False,[]
user_287,0,3,False,True,[]
user_288,1,1,False,True,[]
user_289,0,1,False,False,[]
user_290,1,0,False,False,[]
user_291,0,1,False,False,[]
user_292,0,0,False,False,[]
user_293,1,0,False,True,[]
user_294,0,1,False,False,[]
user_295,0,0,True,False,[]
user_296,1,0,False,True,[]
user_297,1,0,False,False,[]
user_298,0,0,False,False,"['Bread_4', 'Meat_5', 'Source_4']"
user_299,1,0,False,False,[]
user_300,0,1,True,True,[]
user_301,0,2,False,False,[]
user_302,1,1,True,False,[]
user_303,1,1,False,False,['Bread_1']
user_304,1,0,False,False,[]
user_305,1,3,True,False,[]
user_306,1,1,True,False,[]
user_307,1,0,True,False,[]
user_308,0,1,True,False,[]
user_309,1,0,False,False,[]
user_310,0,1,True,False,[]
user_311,0,1,False,False,[]
user_312,0,2,True,False,[]
user_313,0,1,False,False,[]
user_314,1,2,True,False,"['Meat_5', 'Bread_2']"
user_315,1,3,False,False,[]
user_316,1,0,False,False,[]
user_317,0,0,False,False,[]
user_318,0,1,True,False,[]
user_319,0,1,False,False,[]
user_320,0,1,False,True,[]
user_321,1,3,False,False,[]
user_322,1,2,False,True,[]
user_323,1,1,True,True,[]
user_324,0,1,False,False,[]
user_325,1,2,True,True,"['Meat_5', 'Vegtable_4', 'Vegtable_2']"
user_326,1,3,False,False,[]
user_327,1,2,False,True,[]
user_328,1,0,True,False,[]
user_329,0,1,False,False,[]
user_330,0,0,False,False,[]
user_331,0,0,False,False,[]
user_332,1,0,True,False,[]
user_333,0,1,False,False,[]
user_334,0,1,True,False,[]
user_335,0,0,True,False,[]
user_336,0,1,False,False,[]
user_337,1,1,False,False,[]
user_338,1,1,False,False,[]
user_339,0,0,False,False,[]
user_340,0,1,False,False,[]
user_341,0,2,False,False,[]
user_342,0,0,False,False,[]
user_343,0,0,True,False,[]
user_344,0,1,True,False,[]
user_345,0,3,True,False,[]
user_346,1,1,False,False,[]
user_347,1,1,False,False,[]
user_348,0,1,False,True,[]
user_349,0,1,True,False,[]
user_350,1,0,False,True,"['Meat_5', 'Bread_1', 'Meat_4']"
user_351,1,1,True,False,['Vegtable_4']
user_352,1,3,False,False,[]
user_353,1,1,False,False,[]
user_354,0,2,True,False,[]
user_355,0,2,False,False,[]
user_356,1,0,True,False,[]
user_357,0,3,True,False,"['Bread_4', 'Vegtable_2']"
user_358,1,0,False,False,[]
user_359,1,1,False,False,[]
user_360,1,0,False,False,[]
user_361,0,0,True,False,[]
user_362,1,1,False,False,[]
user_363,0,0,False,False,[]
user_364,1,1,False,False,['Bread_5']
user_365,1,1,True,False,[]
user_366,0,0,False,False,[]
user_367,1,0,True,False,[]
user_368,1,1,True,False,[]
user_369,0,1,False,False,[]
user_370,0,2,False,False,[]
user_371,0,1,True,False,[]
user_372,0,2,False,False,[]
user_373,0,1,True,False,[]
user_374,1,1,False,False,[]
user_375,0,1,False,False,"['Source_4', 'Meat_1']"
user_376,0,0,True,False,[]
user_377,1,1,False,True,[]
user_378,0,2,False,False,[]
user_379,1,1,False,False,[]
user_380,0,2,False,False,[]
user_381,0,2,False,False,[]
user_382,1,2,False,False,[]
user_383,1,3,True,False,[]
user_384,1,1,False,True,[]
user_385,1,1,False,False,[]
user_386,1,1,False,False,[]
user_387,0,1,True,False,[]
user_388,0,1,False,False,"['Source_2', 'Bread_5', 'Vegtable_2']"
user_389,1,2,True,False,[]
user_390,1,1,False,False,[]
user_391,1,1,False,False,[]
user_392,0,0,False,False,[]
user_393,0,1,False,False,[]
user_394,1,0,False,False,[]
user_395,0,2,False,False,[]
user_396,1,1,True,False,[]
user_397,1,0,False,False,[]
user_398,0,0,False,False,[]
user_399,1,1,False,False,[]
user_400,1,1,True,False,['Vegtable_4']
user_401,0,1,False,False,[]
user_402,1,0,False,False,[]
user_403,1,1,False,False,[]
user_404,1,1,True,False,[]
user_405,0,1,False,False,[]
user_406,1,1,False,False,[]
user_407,0,1,True,False,[]
user_408,0,0,True,True,[]
user_409,1,3,False,False,[]
user_410,0,1,True,False,[]
user_411,0,1,False,False,"['Source_3', 'Source_2']"
user_412,1,0,False,False,[]
user_413,1,1,False,False,[]
user_414,1,0,False,False,[]
user_415,1,1,False,False,[]
user_416,0,3,True,False,[]
user_417,0,1,False,False,[]
user_418,0,0,False,False,[]
user_419,1,0,False,False,[]
user_420,1,1,True,False,[]
user_421,1,0,False,False,[]
user_422,1,0,False,False,[]
user_423,0,2,False,False,[]
user_424,0,1,False,False,[]
user_425,0,0,True,True,[]
user_426,1,3,True,False,[]
user_427,0,0,False,False,[]
user_428,1,3,True,False,[]
user_429,0,1,False,False,[]
user_430,0,2,True,False,[]
user_431,0,1,False,False,"['Bread_3', 'Vegtable_5']"
user_432,1,2,False,False,[]
user_433,1,3,False,False,[]
user_434,0,0,False,False,[]
user_435,0,3,False,False,[]
user_436,1,1,False,False,[]
user_437,0,1,False,True,[]
user_438,1,1,True,True,[]
user_439,1,1,False,False,[]
user_440,0,0,False,False,[]
user_441,0,1,True,True,[]
user_442,1,1,False,False,[]
user_443,0,2,False,False,[]
user_444,0,2,False,False,[]
user_445,1,1,True,True,[]
user_446,1,1,False,False,[]
user_447,1,0,False,False,['Bread_5']
user_448,1,0,True,False,[]
user_449,0,0,True,False,[]
user_450,0,1,False,True,[]
user_451,1,0,False,False,[]
user_452,1,3,False,False,[]
user_453,0,1,True,True,[]
user_454,1,1,False,False,[]
user_455,0,1,False,False,[]
user_456,0,0,True,False,[]
user_457,0,1,False,False,[]
user_458,0,1,False,False,[]
user_459,0,1,False,False,[]
user_460,0,1,False,False,[]
user_461,0,3,False,False,[]
user_462,1,2,False,False,"['Bread_4', 'Meat_4', 'Vegtable_2']"
user_463,1,1,False,False,[]
user_464,1,1,False,False,[]
user_465,1,1,True,False,[]
user_466,0,0,False,False,[]
user_467,0,1,True,True,[]
user_468,1,0,False,False,[]
user_469,0,1,True,False,[]
user_470,1,1,True,False,[]
user_471,0,0,False,False,[]
user_472,1,3,True,False,[]
user_473,0,3,True,False,[]
user_474,1,2,False,False,[]
user_475,1,1,False,True,[]
user_476,1,2,False,False,[]
user_477,0,0,True,False,[]
user_478,1,2,True,True,[]
user_479,1,0,True,False,[]
user_480,1,2,False,False,[]
user_481,1,0,True,False,[]
user_482,1,2,False,False,[]
user_483,0,3,False,True,"['Source_3', 'Source_1']"
user_484,1,0,False,False,[]
user_485,1,1,False,False,[]
user_486,1,3,False,True,[]
user_487,0,1,False,False,[]
user_488,0,2,False,False,[]
user_489,1,1,False,False,[]
user_490,1,1,False,False,[]
user_491,0,0,False,False,[]
user_492,1,0,False,False,[]
user_493,0,2,False,True,[]
user_494,0,1,False,False,[]
user_495,0,1,False,False,[]
user_496,0,1,False,False,['Source_2']
user_497,1,1,False,False,[]
user_498,0,2,False,False,[]
user_499,1,3,False,False,[]
user_500,1,1,True,False,['Meat_2']
user_501,1,2,False,False,[]
user_502,1,2,False,False,[]
user_503,0,1,False,True,[]
user_504,1,3,False,False,[]
user_505,1,0,False,False,"['Source_3', 'Meat_2', 'Source_1']"
user_506,0,0,False,False,[]
user_507,1,2,False,True,[]
user_508,1,1,False,True,[]
user_509,1,2,False,False,"['Meat_2', 'Vegtable_5']"
user_510,1,2,True,False,[]
user_511,1,0,True,False,[]
user_512,0,2,True,True,"['Vegtable_5', 'Source_3']"
user_513,1,1,True,False,[]
user_514,1,1,False,False,[]
user_515,0,1,False,False,[]
user_516,0,3,False,True,[]
user_517,0,0,False,False,[]
user_518,1,1,True,False,[]
user_519,1,1,False,False,[]
user_520,0,2,True,False,[]
user_521,1,1,False,False,[]
user_522,0,0,True,True,[]
user_523,1,0,False,False,[]
user_524,1,1,False,False,"['Vegtable_1', 'Source_3']"
user_525,1,2,False,False,[]
user_526,0,0,False,False,[]
user_527,0,0,False,False,[]
user_528,0,3,False,False,[]
user_529,0,0,True,False,[]
user_530,1,3,False,False,"['Bread_2', 'Vegtable_1']"
user_531,1,1,False,False,[]
user_532,1,2,False,True,[]
user_533,1,0,True,False,[]
user_534,1,0,False,True,[]
user_535,1,2,False,False,[]
user_536,1,2,False,False,"['Bread_2', 'Source_5', 'Source_1']"
user_537,1,2,False,False,[]
user_538,0,0,False,False,[]
user_539,0,2,False,False,[]
user_540,0,2,False,False,[]
user_541,1,1,True,False,"['Bread_3', 'Meat_3']"
user_542,1,2,False,False,[]
user_543,0,2,False,False,[]
user_544,1,1,False,False,[]
user_545,1,0,True,False,[]
user_546,0,1,False,False,[]
user_547,0,0,True,False,[]
user_548,1,1,False,False,[]
user_549,1,1,False,False,[]
user_550,1,0,False,False,[]
user_551,1,1,True,False,[]
user_552,1,0,False,True,[]
user_553,1,2,True,False,[]
user_554,1,3,True,True,[]
user_555,1,0,False,False,[]
user_556,0,3,False,False,[]
user_557,0,1,False,True,[]
user_558,0,0,False,False,[]
user_559,1,0,True,False,[]
user_560,1,1,True,False,[]
user_561,1,2,False,False,[]
user_562,0,2,False,True,[]
user_563,0,0,True,False,[]
user_564,0,0,False,True,[]
user_565,0,1,True,False,"['Meat_3', 'Vegtable_3']"
user_566,1,0,False,False,[]
user_567,0,0,False,False,[]
user_568,0,0,False,False,[]
user_569,1,2,False,False,[]
user_570,0,3,False,False,[]
user_571,1,1,False,False,[]
user_572,1,3,False,False,[]
user_573,0,1,True,False,[]
user_574,1,1,True,False,[]
user_575,1,0,False,True,[]
user_576,1,1,False,False,[]
user_577,0,3,False,False,[]
user_578,1,1,False,False,"['Source_1', 'Vegtable_2']"
user_579,0,1,False,False,[]
user_580,0,1,False,True,[]
user_581,0,0,False,False,[]
user_582,1,2,False,True,[]
user_583,0,1,False,False,[]
user_584,0,1,False,False,[]
user_585,1,1,True,False,[]
user_586,0,1,False,False,[]
user_587,0,0,False,True,[]
user_588,0,1,False,False,[]
user_589,0,0,False,False,[]
user_590,0,2,True,False,[]
user_591,0,2,False,False,[]
user_592,1,2,True,False,[]
user_593,0,1,False,False,[]
user_594,0,1,False,False,[]
user_595,1,0,True,True,[]
user_596,0,2,False,False,[]
user_597,1,0,False,False,[]
user_598,0,1,False,False,[]
user_599,0,0,False,False,[]
user_600,0,0,True,False,[]
user_601,0,1,False,False,[]
user_602,0,0,False,False,[]
user_603,0,2,False,False,[]
user_604,0,1,False,True,[]
user_605,0,0,False,False,[]
user_606,0,1,False,False,[]
user_607,0,0,False,False,[]
user_608,0,0,True,False,[]
user_609,1,2,False,False,[]
user_610,1,0,False,False,[]
user_611,0,2,True,False,[]
user_612,1,0,False,False,[]
user_613,1,0,False,False,[]
user_614,0,2,False,False,[]
user_615,1,1,False,True,[]
user_616,1,0,False,False,[]
user_617,0,1,True,False,[]
user_618,0,0,False,False,[]
user_619,1,2,False,False,[]
user_620,1,1,True,False,[]
user_621,0,2,False,True,[]
user_622,0,2,False,False,[]
user_623,0,1,False,False,[]
user_624,0,3,True,True,[]
user_625,1,1,False,False,[]
user_626,0,3,False,False,[]
user_627,0,0,False,True,[]
user_628,1,1,False,False,[]
user_629,0,1,False,False,['Source_1']
user_630,0,1,False,False,[]
user_631,1,1,True,True,[]
user_632,1,2,False,False,[]
user_633,1,0,False,True,[]
user_634,1,0,True,False,[]
user_635,0,2,True,False,[]
user_636,0,1,False,False,[]
user_637,1,3,False,False,[]
user_638,0,2,False,False,[]
user_639,0,3,True,False,[]
user_640,0,2,True,False,[]
user_641,0,0,False,False,[]
user_642,0,0,True,True,[]
user_643,0,2,False,False,[]
user_644,0,1,False,False,[]
user_645,0,0,False,False,[]
user_646,1,1,True,False,[]
user_647,1,3,False,True,[]
user_648,1,1,True,False,[]
user_649,1,1,True,True,[]
user_650,0,1,True,False,[]
user_651,0,0,False,False,[]
user_652,1,1,False,True,"['Bread_3', 'Vegtable_5', 'Bread_5']"
user_653,1,1,False,False,[]
user_654,1,0,False,False,['Bread_1']
user_655,0,2,False,True,[]
user_656,0,1,True,False,[]
user_657,0,2,False,False,[]
user_658,0,2,False,False,['Meat_5']
user_659,1,0,False,False,[]
user_660,1,1,False,False,[]
user_661,0,1,False,True,[]
user_662,1,2,False,True,[]
user_663,1,0,True,False,[]
user_664,0,1,False,False,['Vegtable_3']
user_665,0,1,True,False,[]
user_666,0,0,True,False,[]
user_667,0,0,False,False,[]
user_668,0,1,True,False,[]
user_669,0,2,False,False,[]
user_670,0,1,True,False,[]
user_671,0,1,False,False,[]
user_672,1,1,True,False,[]
user_673,0,2,True,False,"['Meat_5', 'Bread_3', 'Vegtable_1']"
user_674,1,0,True,False,[]
user_675,0,2,True,False,[]
user_676,1,0,False,False,[]
user_677,0,1,False,False,[]
user_678,0,0,False,False,[]
user_679,1,0,False,False,[]
user_680,1,1,False,False,[]
user_681,1,0,False,False,[]
user_682,0,2,True,False,[]
user_683,0,0,False,False,[]
user_684,1,1,True,False,[]
user_685,1,1,False,False,[]
user_686,1,0,True,False,[]
user_687,1,0,True,False,[]
user_688,0,1,False,False,[]
user_689,1,1,False,False,"['Bread_3', 'Vegtable_2']"
user_690,0,1,True,False,[]
user_691,0,1,False,False,[]
user_692,0,1,False,False,[]
user_693,1,0,False,False,[]
user_694,0,1,False,True,[]
user_695,0,3,False,False,[]
user_696,1,1,False,False,[]
user_697,0,1,False,False,[]
user_698,1,1,False,False,[]
user_699,0,2,True,True,[]
user_700,0,2,False,False,[]
user_701,1,1,True,False,['Vegtable_2']
user_702,0,3,False,False,[]
user_703,0,0,False,False,[]
user_704,0,0,False,False,"['Meat_5', 'Vegtable_3']"
user_705,0,2,False,False,[]
user_706,1,2,False,False,[]
user_707,0,0,False,True,[]
user_708,1,0,False,False,[]
user_709,0,0,False,False,[]
user_710,1,0,False,False,[]
user_711,1,2,False,False,[]
user_712,1,1,False,False,"['Vegtable_1', 'Vegtable_5', 'Vegtable_3']"
user_713,0,1,True,False,['Vegtable_2']
user_714,0,1,False,True,"['Bread_5', 'Vegtable_3', 'Source_3']"
user_715,0,0,False,True,[]
user_716,1,0,True,False,[]
user_717,1,1,False,False,[]
user_718,1,3,False,False,[]
user_719,0,2,True,False,[]
user_720,1,0,False,False,[]
user_721,1,2,False,True,[]
user_722,0,2,False,False,[]
user_723,0,2,False,False,[]
user_724,1,1,False,False,[]
user_725,1,1,False,False,[]
user_726,1,1,False,False,[]
user_727,0,0,False,False,[]
user_728,1,0,True,False,[]
user_729,0,0,True,True,[]
user_730,0,1,False,False,[]
user_731,0,2,False,False,[]
user_732,1,1,False,False,[]
user_733,1,0,False,False,[]
user_734,1,3,False,True,[]
user_735,0,3,False,False,[]
user_736,1,2,True,False,[]
user_737,0,3,False,False,[]
user_738,1,1,False,False,"['Bread_1', 'Vegtable_5']"
user_739,0,3,False,True,[]
user_740,0,0,False,False,[]
user_741,0,1,True,False,[]
user_742,0,0,True,False,[]
user_743,1,0,True,False,[]
user_744,1,0,False,False,[]
user_745,0,1,False,False,[]
user_746,1,2,False,False,[]
user_747,0,1,False,False,[]
user_748,1,0,False,False,[]
user_749,1,2,True,True,[]
user_750,1,1,False,False,[]
user_751,0,1,False,False,"['Source_3', 'Vegtable_2']"
user_752,1,1,False,False,[]
user_753,1,0,False,True,[]
user_754,0,1,False,False,[]
user_755,0,3,True,False,[]
user_756,1,0,True,False,[]
user_757,1,1,True,False,[]
user_758,1,2,False,False,[]
user_759,1,2,False,False,[]
user_760,1,0,False,False,[]
user_761,0,0,False,False,[]
user_762,0,0,True,False,[]
user_763,0,1,False,False,[]
user_764,1,1,False,True,[]
user_765,0,0,False,False,[]
user_766,1,3,False,False,[]
user_767,1,1,True,False,[]
user_768,1,0,False,False,[]
user_769,0,1,False,False,[]
user_770,1,1,False,False,[]
user_771,0,0,False,False,['Bread_3']
user_772,1,0,True,False,[]
user_773,0,2,True,False,[]
user_774,0,1,True,False,[]
user_775,1,1,True,False,[]
user_776,0,1,False,False,[]
user_777,0,0,False,False,[]
user_778,1,0,False,False,[]
user_779,1,1,False,False,[]
user_780,1,0,True,False,[]
user_781,1,0,False,True,[]
user_782,1,2,True,False,"['Bread_2', 'Vegtable_3']"
user_783,0,3,False,False,[]
user_784,0,2,False,False,[]
user_785,0,2,False,False,[]
user_786,1,0,True,False,[]
user_787,1,3,False,True,[]
user_788,0,0,False,False,[]
user_789,0,3,False,False,[]
user_790,1,3,False,False,[]
user_791,0,2,False,False,[]
user_792,1,3,True,False,[]
user_793,1,1,False,False,[]
user_794,1,0,False,False,[]
user_795,0,1,False,False,[]
user_796,1,1,False,False,[]
user_797,1,0,True,False,[]
user_798,1,1,False,False,[]
user_799,1,3,False,False,[]
user_800,1,0,False,False,[]
user_801,1,2,True,False,[]
user_802,0,3,True,True,[]
user_803,1,3,False,False,[]
user_804,1,3,False,False,[]
user_805,0,1,False,False,[]
user_806,1,3,True,False,[]
user_807,1,2,False,False,[]
user_808,1,0,False,False,[]
user_809,0,1,False,False,[]
user_810,0,2,False,False,[]
user_811,1,0,False,False,"['Meat_5', 'Vegtable_4']"
user_812,1,1,True,False,[]
user_813,0,1,False,False,[]
user_814,1,0,False,False,[]
user_815,1,1,False,False,"['Source_5', 'Vegtable_3']"
user_816,1,2,True,False,[]
user_817,1,1,False,False,['Vegtable_3']
user_818,0,0,True,False,[]
user_819,0,0,False,False,[]
user_820,0,1,False,False,"['Source_5', 'Vegtable_3', 'Meat_1']"
user_821,1,3,False,False,[]
user_822,0,0,False,True,[]
user_823,0,1,False,False,[]
user_824,0,0,True,False,"['Bread_1', 'Meat_2', 'Meat_4']"
user_825,1,1,False,False,[]
user_826,1,2,False,False,[]
user_827,0,2,False,False,[]
user_828,0,0,True,True,[]
user_829,1,1,True,False,[]
user_830,0,0,False,False,[]
user_831,0,1,True,False,"['Bread_1', 'Meat_4']"
user_832,0,1,False,False,[]
user_833,0,0,False,False,[]
user_834,0,0,True,False,[]
user_835,0,1,True,False,[]
user_836,0,3,False,False,[]
user_837,1,3,False,False,[]
user_838,0,0,False,False,[]
user_839,1,2,True,True,[]
user_840,1,1,False,False,[]
user_841,0,1,False,False,[]
user_842,1,2,False,False,[]
user_843,0,3,False,False,[]
user_844,1,3,False,False,[]
user_845,0,1,True,True,[]
